"Country Name","Country Code","Year","average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)","average_value_Adjusted savings: carbon dioxide damage (% of GNI)","average_value_Adjusted savings: carbon dioxide damage (current US$)","average_value_Adjusted savings: consumption of fixed capital (% of GNI)","average_value_Adjusted savings: consumption of fixed capital (current US$)","average_value_Adjusted savings: education expenditure (% of GNI)","average_value_Adjusted savings: education expenditure (current US$)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: gross savings (% of GNI)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: net forest depletion (% of GNI)","average_value_Adjusted savings: net forest depletion (current US$)","average_value_Adjusted savings: net national savings (% of GNI)","average_value_Adjusted savings: net national savings (current US$)","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Aquaculture production (metric tons)","average_value_Bird species, threatened","average_value_Capture fisheries production (metric tons)","average_value_Coal rents (% of GDP)","average_value_Energy related methane emissions (% of total)","average_value_Fish species, threatened","average_value_Forest rents (% of GDP)","average_value_Mammal species, threatened","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_People practicing open defecation (% of population)","average_value_People using at least basic drinking water services (% of population)","average_value_People using at least basic sanitation services (% of population)","average_value_Plant species (higher), threatened","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total fisheries production (metric tons)","average_value_Total natural resources rents (% of GDP)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Nicaragua","NIC","2019","19.1724179648992","2311141942.69111","1.70573492523511","205618067.37373","6.02118011613978","725824042.454394","4.1","494235102.864","0","0","23.46196558","0","0","0.662632576309849","79877141.3447648","17.4407854664442","2102402048.54561","","","","","","","0","","","1.2888590256484","","","","","","0","0","","","","","0","6.825229217","81.61223828","72.96939836","","","","","","","1.2888590256484",""
"Netherlands","NLD","2003","14.0509317299935","82190925154.5972","0.656806476073463","3841989481.79172","15.9686341429956","93408525419.4528","4.34735689602166","25429864163.2787","0.339930610725195","1988424107.43703","26.66891899","0","0","0","0","10.7003119207705","62591474580.5472","52.4680073126143","55.1696921862668","6990","66540","","526281","0","9.04936014625229","","0.0025068863439663","","","-26.9217638031218","21880","1980","0","0.464771367501262","-25.8157786038827","12670","4.49881610102605","570","0.0436745591618922","0","100.0000015","97.97142194","","","","","","592821","0.51095281300712",""
"Nauru","NRU","1992","","","","1621410.5619089","","","","","","0","","","0","","","","","","","0","0","","377","","","","","","","7.57175927135536","0","0","","","9.09083593912192","0","","0","","","","","","","","","","377","",""
"Panama","PAN","1999","15.2674823462054","1752012379.23504","0.877429128037968","100688945.260579","8.44630221526566","969251229.793214","4.86753013333328","558571011.023244","0","0","19.73831528","0.0146317282656108","1679056.73441468","0","0","11.2920130691757","1295809370.20679","55.8746736292428","90.990990990991","1010","2327","","122055","0","8.87728459530026","","0.119575645655269","","","0.0260000072222155","3830","340","0.0187911013694576","0","1.16268854306461","1110","5.40540540540541","60","0","","","","","","","","","124382","0.138366747024726",""
"Philippines","PHL","2002","24.7695762480794","22873444937.1603","1.55666825492515","1437504027.43433","7.99079546698596","7379093541.51289","2.45","2262450497.125","0.0568747421302916","52520934.1251161","32.19910026","0.0283286052325252","26160027.3433406","0.246856945535257","227959844.54898","24.2083047959026","22355139273.4871","76.6438356164384","81.2332439678284","9090","1338394","","2038379","0.0104260521280823","8.08219178082192","","0.298292319971776","","","20.7482002613863","58400","4720","0.0450918827463374","0.0623611158875463","20.2634369137917","11190","8.57908847184987","960","0.0648306586132794","10.66714447","86.73426067","61.86207854","","","","","","3376773","0.481002029347021",""
"Poland","POL","2008","8.63573523558898","45259370225.6077","1.60930437134275","8434267651.94505","12.3316289825108","64629327599.6003","4.84","25366149600","0.347778093972018","1822684123.82171","18.17698118","0.0925306876295586","484947782.025259","0","0","5.8453483885333","30635120183.3997","29.5571372083828","71.6221765913758","17440","36813","","142496","1.51033886568307","45.9074733096085","","0.163190913988549","","","-39.2207116372862","50580","23220","0.219832517675963","0.103486015692177","-4.2308018398016","24350","9.89733059548255","2410","0.0522224288056444","0","98.09182193","93.92012283","","","","","","179309","2.0490707418454",""
"Korea, Dem. People's Rep.","PRK","2011","","","","1102347372.03635","","","","","","1272297413.20155","","","183067311.553352","","0","","","","","1370","509800","","219000","","","","","","","-13.0780236295114","18110","12960","","","-66.3819917102272","2440","","350","","0","96.65020598","78.75000115","","","","","","728800","",""
"Korea, Dem. People's Rep.","PRK","2015","","","","883889684.678817","","","","","","278915240.315823","","","54953706.0658976","","0","","","","","1370","556750","","220000","","","","","","","","18390","13700","","","","2430","","300","","0","95.21488171","81.66581192","","","","","","776750","",""
"Portugal","PRT","1975","2.52950893679242","490812820.168076","0.447911414039263","86910412.1801811","16.1239452573726","3128606872.62166","2.9","562700988.237","0.0003375579732515","65498.001771008","16.20317585","0.00147268547011","285752.265307999","0","0","0.0792305942750479","15373494.378336","48.8223157945938","52.9900858107065","2448.416983","232","","387972","0.0065125498336998","4.91554411510068","","0.455248425930626","","","","6787.93","333.663693652153","0.0026617198937985","0","","4620.519","5.10686154888661","235.96350817","0","","","","","","","","","388204","0.464422695658124",""
"Portugal","PRT","1990","16.1667765428207","12718268970.4921","0.652020182091459","512938867.4399","14.4407504085846","11360418531.5273","3.3","2596082619.9","0.0000053365128687","4198.1903967288","28.01909475","0.0595422820295224","46841419.2503113","0","0","13.5783443434545","10681970835.4727","47.2172351885099","69.5331695331695","2830","4968","","332692","0.0013689464444741","5.65529622980251","","0.244561339329114","","","","11140","630","0.107605594947095","0","","4070","11.3022113022113","460","0","","","","","3.454167585","1.276079393","","","337660","0.353535880720682","2.178088192"
"Pacific island small states","PSS","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6458550203148","85.3642132500377","71.1741141950272","","","","","","","",""
"Qatar","QAT","1979","","","1.60576364800444","82971339.2858147","11.764001357452","607857170.76168","2.19381630863545","113356581.151127","","","","0","0","0.0000342319982423","1768.8","","","0.591658325760498","3.44489906129865","16.2229666922","0","","2200","","97.348623510338","","0.0000314006728235","","","","5128.53","4992.55336131474","0","","","470.9272","7.9219748801938","37.306734488","","","","","","","","","","2200","",""
"Saudi Arabia","SAU","2005","27.5292007063792","91169555147.3443","2.78975732323827","9238950917.6611","8.15839524569191","27018483870.9677","7.1861867","23798781941.858","16.9504818503422","56135588763.0522","48.25428338","0.0127435254073855","42203242.832655","0","0","40.095996705367","132787516129.032","6.61764705882353","70.2380952380952","3540","14375","","60421","0","38.4127789046653","","0.0007478268114621","","","74.1527889294503","39440","15150","0.0178814080304799","0.816888643078553","0.188796158240234","5040","10.515873015873","530","51.4906863644401","0","97.94727507","98.74001436","","","","","","74796","52.3262042423606",""
"Senegal","SEN","2005","7.87265741538798","860738238.99227","1.23515278914371","135042486.992501","10.4403607510703","1141471964.69584","4.36","476690210.6868","0.0001910764110088","20890.8840873943","15.23161363","0.0432515954179975","4728810.12209758","0","0","4.7912528763607","523840216.304156","64.9774774774775","66.358024691358","4300","54","","399848","0","6.08108108108108","","1.89928768164553","","","36.1406520143786","8880","540","0.073553153620914","0.0056435504948047","36.1698394229504","6480","30.7098765432099","1990","0","21.02950323","65.7952662","42.29153813","","","","","","399902","1.97848438576125",""
"South Sudan","SSD","1994","","","","","","","1.07046664867207","","","","","","0","","","","","94.2348008385744","99.6432818073722","16760","","","","","0.0524109014675052","","","","","","19080","10","","","","16820","0","0","","","","","","","","","","","",""
"Slovenia","SVN","1992","","","","167201822.490182","","2580987478.95457","5.1","","","2028664.27733001","","","260477.38709776","","0","","","51.5748031496063","79.7872340425532","750","868","","3905","0.0534912568853124","22.8346456692913","","0.248980825592308","","","-9.42691577448448","2540","580","0.003394121730105","0.0019413425511524","-19.7990357429984","940","13.8297872340426","130","0.0007822790633366","","","","","","","","","4773","0.308589825822215",""
"Togo","TGO","1998","-4.65164495672653","-72749774.3161336","1.27668520309569","19966820.6112014","4.18636844015412","65473044.9246756","3.2671248372183","51096460.8824163","0","0","7.09944084","0","0","9.55515698933047","149438643.962673","2.91307239848133","45559229.3753244","45.9016393442623","88.1889763779528","1120","25","","16677","0","36.0655737704918","","10.3801458108803","","","-0.151482783399037","2440","880","0","0","-27.5332122555036","1270","6.2992125984252","80","0","","","","","","","","","16702","10.3801458108803",""
"Thailand","THA","1993","25.8565382490336","32766180965.3229","1.36456091261458","1729212525.29257","12.2891708826527","15573206017.6239","3.3612094","4259425387.962","0.219200886963249","277777939.986438","36.55469253","0.0032509309293233","4119677.20156638","0.183263570570931","232237094.534601","24.2656051501117","30750102814.3761","88.3217707300958","91.6204559457794","14870","457314","","2927708","0.0104826581521151","10.2411628675256","","0.25720264548331","","","0.27581986985632","60540","6200","0.0062598794064519","0.107692872900345","14.2130740002156","16230","3.20394331484904","520","0.167522666613069","","","","","","","","","3385022","0.549160722555291",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1995","9.00970404223899","","0.934206653194591","","10.4272123616091","","3.73169673068744","","0.990976267316258","","17.9221695279731","0.270770891259017","","0.0209960430425455","","7.49495716636396","","70.7589863740058","90.8831804728322","248720","467661","","22411743.375","0.0049602216166592","14.3732659226833","","0.444608580152105","","","7.14961458756693","810950","116560","0.469998379409935","0.0576361773172479","5.26137019690385","273670","3.81481346146819","10440","1.75868413082893","","","","","","","","","22879404.375","2.73588748932488",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","1991","15.626269625346","","2.24934559657434","","7.79467658613161","","4.24825096913929","","7.39764467555051","","29.0124929274964","0.0142244316320724","","0.17858298140111","","21.2178163413648","","22.7716330513988","75.3431621759024","44460","88519","","1441189.5546875","0.0022714284698229","60.0479830839297","","0.232671759997231","","","-1.66740986054182","245920","147670","0.0315605253774666","0.433861333570251","-1.51949512490424","59010","12.6249788171496","7450","12.0663803115847","","","","","","","","","1529708.5546875","12.7667453589995",""
"Tonga","TON","1975","","","","134305.238602615","","1089956.76230718","3.2904348","","","","","","0","","0","","","62.0398800096972","96.6358471239717","11.23068186","","","901","","1.94138152623864","","0.0403340343939675","","","","41.0366","0.796676971396445","0","","","11.621652","1.58237305677368","0.18389789","","","","","","","","","","901","0.0403340343939675",""
"Trinidad and Tobago","TTO","2018","","","7.19172321770772","1664067785.99809","11.1339376069492","2576243042.47658","2.87","664079303.5604","8.97789469575303","2077363782.92484","","0","0","0","0","","","","","210","7.44999980926514","5","13176","0","","37","0.0687089573390299","2","0.0489089122943094","","1280","80","0","6.20312622612575","","390","","30","3.99266623591382","0","98.87517077","93.91521101","50","","","2.01442316051301","30.5928101253097","13183.4501953125","10.2645014193786",""
"Uganda","UGA","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.675956061","55.85504921","19.78963715","","","","","","","",""
"World","WLD","2001","9.51865354447968","","1.38661504228895","","15.4967175891653","","4.17719647847275","","0.880709708371972","","23.1540825339348","0.0302655681156284","","0.0183175599859716","","7.65736494476946","","45.8459784813093","76.9993835117413","1923460","44324822.718","","91957971.436","0.148730356946487","34.5537287395162","","0.135492794326517","","","-1.15095420476936","6913060","2388720","0.0622269897296368","0.401797349931289","-5.67457113973269","2498020","10.176860073178","254220","1.09436814033492","21.1722876197069","80.9989826558122","56.326759882695","","","","","","136282794.154","1.84261563126885",""
"World","WLD","1992","7.25066170066304","","1.10470303218259","","15.8679374896619","","4.41941092444176","","0.625508660508578","","20.5096024676491","0.0558766453214317","","0.0243258637533773","","4.64166497798726","","46.077119946905","78.1129404045549","1809580","21211488.889","","86415586.71","0.102280290244476","34.1558462534671","","0.215656259539571","","","2.6714134467442","6810430","2326160","0.123084297898668","0.140361761107658","4.16709095165462","2316620","10.1686940456355","235570","0.934478187387246","","","","","","","","","107627075.599","1.51586079617762",""
"Kosovo","XKX","2011","","","3.63726515319465","249386011.994345","12.7860285746924","876663245.924659","","","0.237147341060619","16259807.0669185","20.66747033","0.187345710854685","12845200.37074","","","7.8814417464","540384394.075341","","","","","","","2.02744033761086","","","0","","","","","","0.320928049724383","0","","","","","0","","","","","","","","","","2.34836838733524",""
"Yemen, Rep.","YEM","1992","","","2.11212558194929","133348735.30366","6.08443364385785","384139815.540079","3.6","227285465.976","6.25009882828608","394599062.384181","","0","0","0","0","","","76.4872521246459","88.785046728972","1900","0","","79893","0","3.96600566572238","","0.0337009664631368","","","0.586373837604603","3530","140","0","0.0675931841054534","-0.946954377829101","2140","1.86915887850467","40","15.5715741090323","","","","","","","","","79893","15.6728682596009",""
"Zimbabwe","ZWE","2007","","","5.15415436646427","254067705.03914","16.9300205483644","834544555.936369","3.14895894999996","155224061.369698","0.931080980171345","45896492.6190218","","5.10604236065818","251696082.842584","0","0","","","60.9708737864078","83.3910034602076","4820","2550","","74990","2.99339205692463","15.4368932038835","","7.04045161342553","","","-17.4345998966469","10300","1590","5.52927711545011","0","-39.6986842696125","5780","14.3598615916955","830","0","28.23463261","69.11454478","43.00931651","","","","","","77540","15.5631207858003",""
