"Country Name","Country Code","Year","average_value_Access to electricity, rural (% of rural population)","average_value_Agricultural irrigated land (% of total agricultural land)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agricultural machinery, tractors","average_value_Agricultural machinery, tractors per 100 sq. km of arable land","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural methane emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Agricultural raw materials imports (% of merchandise imports)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Agriculture, forestry, and fishing, value added (current US$)","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Arable land (% of land area)","average_value_Arable land (hectares per person)","average_value_Arable land (hectares)","average_value_Average precipitation in depth (mm per year)","average_value_Cereal production (metric tons)","average_value_Cereal yield (kg per hectare)","average_value_Crop production index (2014-2016 = 100)","average_value_Employment in agriculture (% of total employment) (modeled ILO estimate)","average_value_Employment in agriculture, female (% of female employment) (modeled ILO estimate)","average_value_Employment in agriculture, male (% of male employment) (modeled ILO estimate)","average_value_Fertilizer consumption (% of fertilizer production)","average_value_Fertilizer consumption (kilograms per hectare of arable land)","average_value_Food production index (2014-2016 = 100)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area (sq. km)","average_value_Land under cereal production (hectares)","average_value_Livestock production index (2014-2016 = 100)","average_value_Permanent cropland (% of land area)","average_value_Rural land area (sq. km)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population","average_value_Rural population (% of total population)","average_value_Rural population growth (annual %)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Surface area (sq. km)"
"Small states","SST","1996","","","32.4054485433881","806225.2","","","33.6412250850754","20760","85.920979410128","15440","1.61996307050535","1.27714962633374","","6786742472.87752","","2.12836546442535","0.195903537138566","","","2893762","1470.18162539727","0.142297382731303","27.9726214995751","27.6996332464328","28.1522308275847","","","0.143805419397101","41.6498999552647","1041822.684","2501381","1964652","0.136142446088336","0.54778275287901","","","","14558958","52.6350115574288","0.84984544486278","","2574588"
"Slovenia","SVN","1999","100","","24.8262164846077","5000","111000","6491.22807017544","47.2803347280335","1130","67.0212765957447","630","1.57229198336191","3.10899299304689","2.99225876748061","679583388.266315","","8.49056603773585","0.086231023501736","171000","","479997","5186.4","102.65","10.8400001525879","10.960000038147","10.75","","459.614035087719","106.36","60.9980139026812","12285","20140","92550","108.64","1.53922542204568","","","","977086","49.272","0.0166836488857609","","20270"
"Sint Maarten (Dutch part)","SXM","1972","","","","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","34","","","","","","","0","0","","","34"
"Sint Maarten (Dutch part)","SXM","1976","","","","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","34","","","","","","","0","0","","","34"
"Seychelles","SYC","1998","87.5086747413272","","8.69565217391304","40","","","0","0","100","10","0.0004440996306879","0.855668191752837","2.63018148877019","16001216.2444651","","2.17391304347826","0.0126829515764909","1000","","","","139.73","","","","","","169","73.2608695652174","337","460","","205.34","6.52173913043478","","","","39375","49.939","1.63616969500944","","460"
"Chad","TCD","1988","","","38.3020965692503","482300","","","83.4759402166359","6585.96786489583","91.0784704789511","5045.5587321","","","35.1904902799307","521733258.355408","","2.54367852604828","0.573026021070469","3203000","","808086","734.4","29.66","","","","","","21.66","","","1259200","1100319","16.62","0.0214421855146125","","","","4449676","79.606","2.95404662431513","","1284000"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2003","88.6319587767442","","47.9102809089584","7584341.055","","","44.873039813227","651570","80.9473536036036","460040","1.5376974000646","3.5910176847434","12.9121128068045","294911159681.951","","11.8345578339172","0.101732199325682","","","563940590","4343.04242215486","0.126799635810911","48.7325801079434","46.1387967396834","50.7720349122263","125.096563513048","265.486488669525","0.14074577111186","29.1007906186388","4606742.37","15830299.7","129848312","0.136045117784117","3.0345035097472","","","","1112860612","60.4303005885202","-1.01985523481827","","16185569.7"
"Tajikistan","TJK","2004","98.4023624780414","","33.2237782223492","46500","21150","271.850899742931","74.3034055727554","2400","89.2857142857143","1000","","","19.222350137013","399091062.110756","","5.55873106601886","0.116774893577996","778000","","860340","2150.4","48.96","55.7099990844727","76.3399963378906","43.7599983215332","243.594125","25.0482390745501","48.99","2.92940840240069","4100","139960","400077","49.9","0.707344955701629","","","","4896324","73.492","1.82906724782399","","142550"
"Timor-Leste","TLS","2006","22.5536435844346","","25.8910558170814","3850","","","12.1722846441948","650","90.9090909090909","200","","","32.2040300046717","146140600","","11.4324142568931","0.167250897005914","170000","","174394","1503.4","97.11","56.6100006103516","56.0699996948242","57.060001373291","","","85.39","63.261600537996","9407","14870","116000","80.27","4.37121721587088","","","","748362","73.626","1.66730038760702","","14870"
"Tonga","TON","1970","","","44.4444444444444","320","105","61.7647058823529","53.411790055563","17.1852968621674","95.0760863409464","7.28604749","","","","","","23.6111111111111","0.201555534477853","17000","","","","106.82","","","","","","97.86","","","720","","38.18","18.0555555555556","","","","67317","79.813","1.73518693216054","","750"
"Turkey","TUR","1977","","","49.4120551433806","380290","320022","127.687028687707","68.9566368249876","25465.5480661943","84.3354523576664","19033.03404","15.8721331312074","2.05618757402136","31.4399318375462","18447950227.7525","","32.5649987656406","0.609682377933988","25063000","593","24322000","1791.7","48.38","","","","297.402121864273","50.2303794438016","43.91","","","769630","13574950","37.47","3.72386731286462","","","","23633978","57.492","1.5306458482397","","785350"
"Ukraine","UKR","1995","100","","72.2413049106758","418530","469301","140.990506519257","30.8002502954877","44300","85.8850752024682","22270","","","13.76975949151","6639055452.37463","","57.4540433244153","0.646169495736982","33286000","","32360000","2512.3","53.78","26.4799995422363","26.5400009155273","26.4200000762939","40.8425496764719","26.7379679144385","74.72","16.2112712522655","93920","579350","12880700","138.4","1.80029343229481","","","","17024465","33.049","-0.908011210408371","","603550"
"Uruguay","URY","1979","","","86.3958404753742","151210","32550","225.571725571726","95.8751668743772","16232.3368780002","97.0065342130625","6084.623301","14.9487907716183","6.04931012878613","","","","8.24477202605416","0.498328028309729","1443000","","939250","1509.2","24.05","","","","222.459270752521","63.5897435897436","38.67","","","175020","622343","54.22","0.26282710547366","","","","434092","14.991","-1.89602174010928","","176220"
"St. Vincent and the Grenadines","VCT","2001","78.846658496732","","17.9487179487179","70","106","530","14.2857142857143","10","100","10","0.128389505738078","2.32105761147675","6.28105864216138","27011111.1111111","","5.12820512820513","0.0185368837644704","2000","","500","14285.7","78.81","16.0300006866455","8.02999973297119","21.1800003051758","","","81.04","73.1794871794872","285.4","390","35","100.53","7.69230769230769","","","","58750","54.452","-0.563515646945165","","390"
"St. Vincent and the Grenadines","VCT","2011","94.496707413345","","17.9487179487179","70","","","","10","","10","0.0208359115411087","1.3056089869922","6.36082276574183","43007407.4074074","","5.12820512820513","0.018464663250704","2000","","691","27640","100.79","12.1899995803833","5.59000015258789","16.6900005340576","","","100.85","73.1794871794872","285.4","390","25","101.58","7.69230769230769","","","","54855","50.644","-0.726549377129137","","390"
"Kosovo","XKX","1981","","","","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","10887","","","","","","","","","","","10887"
"Zambia","ZMB","1964","","","26.1760314236134","194590","1600","6.15148019992311","","","","","","","11.9809394145677","100571428.571429","","3.49883641157401","0.751037115555477","2601000","","773214","788.9","18.2","","","","","4.0561322568243","16.87","","","743390","980145","13.54","0.0107615114542838","","","","2700785","77.985","1.36555373253751","","752610"
"Libya","LBY","1997","","","8.90346340520818","156660","37507","184.945759368836","1.59535895576505","1100","69.2307692307692","900","","","","","84.96383469","1.15257396819623","0.396247915204509","2028000","56","206200","836.9","86.68","27.8999996185303","29.7700004577637","27.2099990844727","16.0928534167971","30.4240631163708","87.21","0.123327687918433","2170","1759540","246400","88.24","0.192095661366039","","","","1222487","23.886","1.33593285421953","","1759540"
"Uganda","UGA","1962","","","45.6133326660327","91140","530","1.65625","","","","","","","49.1808253843748","220828092.243187","","16.015214453731","0.443471332835075","3200000","1180","902000","903.7","44.84","","","","329.268292682927","0.84375","37.36","","","199810","998093","18.91","4.57434562834693","","","","6867565","95.174","3.04827833991786","","241550"
"World","WLD","2013","74.1247567320329","","36.8710169886595","47877732.9930733","","","","3405660","","2208840","1.55550571646966","1.56983127930807","3.68490470034777","3233042090813.81","","10.680445166376","0.192846479803032","","","2770739457","3824.24430180876","0.198165978942291","30.3398114546263","29.1384948754218","31.1062235598254","93.9992313128636","134.554027918324","0.215020722376193","30.7946739562124","40057482","129863403.119","724518874","0.193262378501735","1.2738708925076","","","","3368456840","46.9941564242836","0.223031071406538","","134543260.129"
"Aruba","ABW","1992","98.4282597493425","","11.1111111111111","20","","","","","","","","","","","","11.1111111111111","0.0293083235638921","2000","","","","","","","","","","","2.33333333333333","4.2","180","","","","","","","34121","50.002","6.05898198078059","","180"
"Africa Western and Central","AFW","2007","17.7584276868421","","38.6696266104194","3497969.35","","","49.859943977591","151300","54.5037201203103","103290","4.2709295278134","1.07720054732234","23.4698807165375","104482418076.647","64.2329493843054","10.5845731379715","0.296663657200792","","","52361363","1107.14066249566","0.131628332142557","52.3277239104681","48.9724585322031","55.126003670774","997.361837604589","5.63098707784646","0.149988585549327","20.9503931335938","1895126.472","9045780","47293563","0.174740467020859","1.9354881502756","","","","194584736","60.2911753003461","1.71234508585351","","9166270"
"Albania","ALB","1987","","","40.5474452554745","11110","10630","180.169491525424","58.3461028336507","1456.88468392541","68.1951189985039","1014.5784749","","","","","","21.5328467153285","0.191334493231137","590000","1485","1025800","2965.6","54.23","","","","102.370689655172","161.016949152542","45.59","","","27400","345900","40.47","4.52554744525547","","","","1985256","64.381","1.58007445313437","","28750"
"Argentina","ARG","2007","93.1346145264057","","52.6303673415696","1440330","","","74.2836328314716","91770","94.7613012251796","44860","1.23865397880621","1.27576013516944","7.45235394606923","21427791191.1784","72.895539","13.3127975766345","0.918070804972939","36433000","591","42356370","4274.7","86.43","1.12000000476837","0.419999986886978","1.61000001430511","382.688116552721","49.2567178107759","90.27","11.3871867109537","311632","2736690","9908567","98.45","0.365404923465939","","","","3823186","9.634","-0.709501028965398","","2780400"
"American Samoa","ASM","2001","","","22.5","45","","","","","","","","","","","","12.5","0.0427379649890591","2500","","","","72.08","","","","","","75.09","88.5","177","200","","99.45","10","","","","6732","11.509","1.9954153927275","","200"
"American Samoa","ASM","2006","","","25","50","","","","","","","","","","","","16.5","0.0558290615642288","3300","","","","89.03","","","","","","90.14","87.75","175.5","200","","99.45","8.5","","","","7093","12","0.0846262391830703","","200"
"Bangladesh","BGD","1991","3.17101853037543","","79.2809403088269","103200","2050","2.18433670751199","77.7226186782501","50100","92.7948866937827","15970","5.42177823432887","4.25081457487395","31.6770232352381","9806409383.7535","","72.0980256587539","0.0888738424679182","9385000","","28326730","2585.8","47.18","69.5100021362305","90.6500015258789","64.0100021362305","125.612806403202","107.021843367075","46.4","14.7524759929323","19203.298","130170","10954903","45.32","2.57355765537374","","","","84207910","79.743","1.76756109835021","","148460"
"Bulgaria","BGR","1987","","","55.7353339962036","61660","53640","140.235294117647","38.1590505179184","5909.0052908007","50.8316766865991","5865.974473","","","11.7961857366149","3314846153.84615","","34.574708487752","0.426356809486723","3825000","608","7275590","3694.7","107.76","","","","74.8880205493105","208.235294117647","145.37","","","110630","1969203","316.4","2.76597667902016","","","","3108935","34.654","-0.849216170623109","","110990"
"Bulgaria","BGR","1995","100","","55.7172557172557","61640","38300","95.7978989494747","23.3777038269551","2810","57.3059360730594","2510","","","9.21831371239451","1749940476.19048","","36.1384796167405","0.475608866786334","3998000","","6543382","3069.5","98.17","16.6200008392334","14.6400003433228","18.4300003051758","13.8084632516704","31.0155077538769","114.97","30.2901563771129","33510","110630","2131732","178.59","1.8439844526801","","","","2708267","32.218","-1.1413179239291","","110990"
"Belize","BLZ","1969","","","3.59491451117931","820","550","141.025641025641","","0","","0","","","","","","1.70977641385357","0.326991925814755","39000","","11181","1272.7","24.23","","","","","64.9230769230769","21.93","","","22810","8785","12.76","0.263042525208242","","","","58158","48.762","3.36241058825409","","22970"
"Bermuda","BMU","1999","100","","7.40740740740741","4","","","","","","","","","0.699999067510159","23271000","","7.40740740740741","0.0065268825976993","400","","","","87.82","","","","","250","90.46","18.5185185185185","10","54","","93.15","","","","","0","0","","","54"
"Barbados","BRB","1985","","","44.1860465116279","190","540","337.5","34.7391898630455","36.2746620549921","52.2298490473431","31.0090024","0.158790915231301","1.67483503552079","4.86772486772487","68612340.2774325","","37.2093023255814","0.0624365878404745","16000","","2000","2500","298.7","","","","","208.25","126.29","","","430","800","68.02","2.32558139534884","","","","156995","61.264","0.742903668650826","","430"
"Brunei Darussalam","BRN","1980","","","2.65654648956357","140","72","240","0.816956452419632","36.495813903297","13.5679596534947","70.88906152","0.0102245827109585","0.222060434722428","0.634854457246816","31290864.9355502","","0.569259962049336","0.0154734887559315","3000","","2747","1379.7","62.82","","","","","166.666666666667","21.69","","","5270","1991","14.86","0.94876660341556","","","","67957","35.051","2.86448182980996","","5770"
